,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Chemical processing plant controllers,0.13913227,-0.104706997,0.077322982,0.139672108,-0.054566045,0.007530378,-0.008353498,-0.037784489,0.098855891,0.03265123,0.18887703,-0.009513778,0.094753105,-0.01478619,-0.005045039,0.067621116,-0.099190585,0.179946232,-0.047949468,-0.150910629,0.104113797,-0.111164428,-0.036322571,-0.070345816,-0.02441302,-0.158631661,0.030927877,-0.016246009,0.117922523,-0.021360325,0.442722694,-0.115837877,-0.064981528,-0.128672355,0.03662709,0.058255166,0.005989835,0.044804229,0.142941666,0.113603187,0.037143624,-0.064551061,0.088441812,0.007742488,0.123354266,0.067661549,0.048337602,0.125651057,-0.077399763,-0.000976318
Petroleum and natural gas refining plant operators,0.078640241,-0.019021612,0.072945369,0.151026394,-0.025305259,-0.006907954,-0.078438919,-0.031456212,0.14685132,0.102824997,0.162296363,0.01403742,0.082628937,-0.014212965,-0.021058831,0.104107608,0.087276836,0.1829738,-0.075317738,-0.162107592,0.169694341,-0.129530305,-0.026082177,-0.095085109,-0.047930767,-0.147645462,0.021645728,0.047601777,0.144388431,0.094602228,0.468804635,-0.074627424,0.02278254,-0.018844393,0.030855728,-0.045883835,-0.118375375,0.032888728,0.145178739,0.140095679,-0.016517608,-0.027631729,0.058064488,-0.018845939,0.019428579,0.071626857,-0.093890973,0.115684796,-0.052267578,-0.023203192
Power production plant operators,0.119126861,-0.026513884,0.094131703,0.109984373,-0.064114846,0.038869002,-0.064785744,-0.037331069,0.066184112,0.069616503,0.13178547,0.01645555,0.016965254,-0.019203814,0.014111611,0.086723651,0.038543236,0.198066382,-0.054892778,-0.173189366,0.153511993,-0.145900433,-0.080704986,-0.018365705,-0.023672507,-0.206116025,0.002387323,-0.018263773,0.119827525,0.060568205,0.555768703,-0.028540803,-0.033754696,-0.044498368,0.036407308,-0.007281241,-0.015988151,0.036351816,0.024232321,0.06522675,-0.018660116,-0.022230398,-0.013531169,-0.02753832,0.014843505,0.039723603,-0.072485273,0.003601523,-0.056713155,0.016541442
Steam engine and boiler operators,0.130033184,-0.023006077,0.150228488,-0.046081672,-0.165330984,0.085915773,-0.054373183,0.030778573,0.01126951,-0.018390686,0.079841605,0.075842436,-0.007316312,0.118030627,-0.129243298,-0.0011834,-0.078949246,0.239542481,-0.160253127,-0.333600074,0.173987065,-0.146076544,-0.089659354,0.033249092,0.054853283,-0.114703709,0.016923923,0.063348009,0.108459904,0.142518553,0.38574893,-0.047472786,0.01764992,0.044426752,0.091756838,0.020025188,0.106879138,-0.011126214,0.09716595,0.067338975,0.097280575,-0.126876662,-0.055907292,0.115658996,0.028364641,0.065628347,0.019292571,-0.013163367,0.071222354,-0.028542707
Incinerator and water treatment plant operators,0.165982114,0.002221805,0.036876149,0.043329607,-0.114782124,-0.003164443,-0.037347808,0.008433806,0.145614367,0.040217438,0.07585448,-0.025805079,0.117495214,-0.048668609,0.018466038,0.099772121,0.060343433,0.18632157,-0.047652381,-0.123903237,0.088935163,-0.073494651,-0.03557769,-0.019402059,-0.028462266,-0.181370356,0.058862462,0.087534297,0.123841874,0.007076032,0.401696948,-0.059560449,-0.068311011,-0.079713395,0.009955702,0.057907887,0.072840302,0.038185124,0.148071461,0.075083325,0.013760895,-0.07711082,0.065901052,0.102997492,0.086858376,0.028906129,-0.091611621,0.031519789,0.023937371,-0.01328379
Manufacturing supervisors,-0.044031823,-0.232945073,0.042923116,0.021455988,-0.042486749,0.019788825,-0.111194092,-0.023620534,0.021783494,-0.107906709,0.104874675,-0.081707015,0.039430843,-0.028044564,-0.060539156,-0.023240861,-0.108218255,0.078109716,0.079489029,-0.243470469,0.173392013,-0.060698996,-0.076806771,-0.080694227,-0.136663099,-0.108430951,-0.000523913,-0.037206756,-0.046218036,-0.052160106,0.402313304,0.005130838,0.033550372,-0.217778643,0.021905818,-0.034619866,-0.007557812,0.044703492,0.184574637,0.02083558,-0.142054577,-0.078674543,0.047526885,0.022921436,0.010696907,-0.079499791,-0.052882541,0.082364472,0.038542107,0.142469514
"Cement, stone and other mineral products machine operators",0.031334931,0.019920758,0.064144051,0.114571591,0.019901342,0.058890677,-0.06622698,-0.084022291,0.038241526,0.033999341,0.05884558,0.009066633,0.038226817,-0.018533421,-0.039297919,0.078151393,0.041732067,0.078161721,0.008716383,-0.184624843,0.152851754,-0.043432622,0.00737112,-0.044807919,-0.061639364,-0.112883538,-0.112088238,0.005927541,0.098530075,-0.022607258,0.524545902,-0.097151449,0.005261424,0.004465053,0.042648828,0.063429952,-0.023673888,0.047125078,0.050964961,0.052736612,0.054394389,-0.024720288,0.035846826,0.040971302,0.100030378,0.00317901,-0.0890236,-0.026693494,0.011067109,-0.110787062
"Metal finishing, plating and coating machine operators",-0.070866771,-0.035735555,0.089415965,0.056692369,-0.031153977,0.072779518,0.042362988,0.007131814,0.027954976,0.019126256,0.094020304,-0.03946162,-0.021329562,0.094431203,-0.093635608,0.036775127,0.030893136,0.063923779,-0.072973054,-0.231079459,0.120474,-0.085165032,-0.009189602,-0.056796884,-0.055184893,-0.073587062,-0.112338126,0.068749117,0.159956197,-0.074978573,0.378373219,-0.100936271,0.006505931,0.01190976,0.050082403,0.094038801,0.107628128,0.126476238,0.040874792,-0.023000534,0.084059915,-0.065210137,0.040080775,0.036453769,0.056744288,-0.059428524,0.056881696,-0.065109117,0.025164891,-0.065073316
Rubber products machine operators,-0.031695225,-0.147599249,0.092458612,0.11762616,-0.044235884,0.046994987,-0.058350998,-0.110752207,0.082989319,0.027377935,0.115146418,-0.014530468,0.03214463,0.031353791,-0.032212389,0.079668386,-0.042536866,0.14529274,-0.039206623,-0.25777936,0.175694885,-0.058498523,-0.026233686,-0.011366664,-0.056914806,-0.151736295,-0.076693638,-0.007809756,0.137695469,-0.065988427,0.513563978,-0.031899494,-0.032595822,0.07890259,0.024346436,0.065379719,0.052864194,0.052900102,0.018450661,0.04494508,0.079080494,-0.014819387,0.012220498,0.104165442,0.152842034,-0.027615103,-0.044427237,-9.37E-05,0.041315101,-0.041524592
Plastic products machine operators,0.015988869,-0.08777634,0.113525351,0.081689856,-0.010344983,0.063656286,-0.068179051,-0.137268266,0.085161419,0.028752873,0.102230482,0.002646066,0.044261762,0.069820873,-0.003484987,0.082436618,-0.068645009,0.141475607,-0.022826253,-0.249244794,0.18521275,-0.056649767,-0.024214456,0.011496383,-0.077884827,-0.160245919,-0.106415874,0.022989556,0.149580691,-0.081586105,0.499061741,-0.012677971,-0.035887461,0.030317463,0.017049305,0.111565407,0.072250641,0.077480774,0.045368637,0.043410131,0.110279202,0.009065763,0.021916115,0.126654913,0.123174586,-0.022063494,-0.037183114,-0.001015528,0.038750905,-0.029000867
Paper products machine operators,-0.008182306,-0.080276566,0.11228003,0.074807184,-0.021922815,0.043773368,-0.113413104,-0.149785614,0.065907719,0.014378957,0.078769913,0.016063218,0.024973283,0.014084864,-0.003395294,0.051444942,-0.091256552,0.103563187,-0.01139432,-0.212044837,0.210282794,-0.065090335,0.008700782,0.014190978,-0.037204504,-0.192881054,-0.133994477,0.002938892,0.126660992,-0.053978625,0.537873638,-0.053808928,-0.032877627,0.019383111,-0.030810314,0.034858483,0.026724455,0.078475946,0.01717807,0.039989559,0.154394656,-0.024992959,0.014416318,0.105294159,0.089625245,-0.016574486,-0.046471177,0.056900779,0.058657533,-0.012229987
"Fibre preparing, spinning and winding machine operators",0.079273887,-0.043390636,0.099658355,0.0681304,-0.075081211,0.02187928,-0.017161692,-0.048295743,0.087718509,-0.018689438,-0.005823546,-0.012529066,-0.086555579,0.097308736,-0.087220294,0.051688374,-0.012185341,0.122689259,-0.020101346,-0.181974544,0.181900844,-0.043529383,-0.014112577,0.028439953,0.045220841,-0.13990425,-0.009211916,0.035943635,0.139876242,-0.047101802,0.431022421,0.007379319,-0.059788881,0.059419402,-0.0069317,0.061522373,-0.007504477,0.090870618,-0.060383875,0.088124642,0.049742679,-0.03170427,-0.044980295,0.0891747,0.032281564,-0.074450911,0.0893732,-0.057871384,-0.011693265,-0.061832704
Sewing machine operators,0.003340052,-0.128795133,0.101937527,0.038716058,-0.030071076,0.062239173,-0.067631739,-0.070074195,0.025226952,-0.000839275,0.066473649,-0.051928969,0.008445218,0.057894271,-0.075451479,-0.004150937,-0.113353321,0.208811126,0.006968687,-0.221348025,0.20949557,0.017817851,-0.096499507,0.08329025,0.029004404,-0.142303682,-0.127145485,-0.068800881,0.144095772,-0.124419916,0.427667505,0.001550404,-0.079613878,0.088832605,0.020248197,0.080623806,0.045090295,0.090486544,0.038175682,0.116136243,0.108017274,-0.02802532,-0.048699149,0.167911871,0.083763124,-0.126264197,0.051570951,-0.054083334,0.010364784,0.000589941
"Bleaching, dyeing and fabric cleaning machine operators",0.008699922,-0.120012788,-0.045616362,0.057621172,-0.050323564,0.080374481,0.012524523,-0.105534637,0.088371591,-0.010597799,0.069407855,0.006476538,0.011957389,0.040475972,-0.04849067,0.074019007,-0.038463927,0.12215036,0.009103459,-0.199848065,0.187471012,0.009588699,0.008349388,-0.051564512,-0.047760368,-0.037937056,-0.131861563,0.052512743,0.232589547,-0.063193723,0.324404338,-0.039661138,-0.065262248,0.020469925,-0.02830973,0.140024178,-0.018728959,0.107575262,0.110510687,0.070670924,0.019360926,-0.031953988,0.010771043,0.125773421,0.099921003,-0.090142459,0.062783641,-0.069273422,0.043858695,-0.037101262
Laundry machine operators,0.021074657,-0.07525369,0.116141489,0.039201789,-0.053897755,-0.030166172,-0.069848166,-0.048254716,0.067557324,-0.036060058,0.021377464,0.020882444,0.020315504,0.084678542,-0.038714956,0.020900618,-0.11370576,0.195960169,0.003401654,-0.233653255,0.223641922,-0.006201524,-0.04562379,0.095172573,-0.029008833,-0.154618051,-0.12104755,0.00638523,0.208562318,-0.033842098,0.426740417,0.045961446,-0.069993008,0.026153484,0.018163616,0.141514758,0.062089634,0.03260843,0.082981646,0.081511249,0.113091679,-0.009476116,-0.035245372,0.18451087,0.040608525,-0.063990976,-0.022134574,-0.050666485,0.121222463,0.025552868
Fur and leather preparing machine operators,0.013182584,-0.092086411,-0.007795125,-0.019290829,-0.006118089,-0.008264921,-0.089998053,-0.098235962,0.06041281,-0.072315794,0.051990629,-0.002639151,0.022063012,0.084869658,-0.016172749,0.052274736,-0.02191617,0.071708162,-0.040145334,-0.171683449,0.125026316,-0.023214736,-0.023859265,0.021962902,-0.101818797,-0.208392836,-0.135233292,0.045954123,0.11468634,-0.076910569,0.403599587,0.017438916,-0.092775867,0.083511882,0.027236134,0.087282404,-0.003848832,0.06120228,-0.040008835,0.024426516,0.063810888,0.034755401,0.064521727,0.069415807,0.108648193,-0.101317291,0.012268996,-0.018960475,0.009183985,-0.009370505
Shoemaking and related machine operators,0.028434771,-0.055200638,0.062625656,0.081965181,0.007174739,0.069462129,-0.066260647,-0.095961656,0.060812311,0.025453838,0.036304066,0.003026169,-0.058660627,0.033073388,0.041283461,0.011020852,-0.075940667,0.118884071,-0.036915286,-0.174129066,0.145031883,-0.04829221,-0.061282994,0.03161179,-0.051903999,-0.263698921,-0.11819134,-0.024067376,0.132287693,-0.072581201,0.541325221,-0.001337013,-0.019593547,0.006593272,0.043056588,0.066003294,0.023455585,0.051550702,-0.019586137,0.044397574,0.03176915,0.001702521,0.03281093,0.123831911,0.078033061,-0.061646255,-0.0130627,0.035099247,0.032024544,0.005835278
"Textile, fur and leather products machine operators not elsewhere classified",-0.003643014,-0.077825118,0.002435098,0.017631734,0.000859898,0.031769969,-0.091754712,-0.128188885,0.055516355,-0.030968949,0.094996086,0.000350423,0.032437825,-0.01841184,0.020633151,0.076155865,-0.027935725,0.044426919,0.009992644,-0.146516634,0.091760389,-0.058776336,0.009951684,0.013144096,-0.093910893,-0.197892852,-0.117688845,0.034824294,0.104066676,-0.052835164,0.468207926,-0.037574564,0.013764579,-0.005319326,0.024369923,0.03434359,-0.033666692,0.074401089,-0.036918817,0.030135696,0.034681744,0.003658421,0.117262879,0.06518285,0.087190028,-0.049527085,-0.049223376,0.008254901,0.00898068,-0.033083542
Food and related products machine operators,0.072973187,-0.070303507,0.055788474,0.090849342,-0.016034909,0.052409527,-0.078040824,-0.142518923,0.137716721,0.03247096,0.068012269,0.022769953,0.049595129,-0.015222226,0.056777722,0.048278423,-0.068527933,0.095346672,0.003524186,-0.172367304,0.17343335,-0.058723508,0.00939541,0.035625175,-0.053155119,-0.181959955,-0.095198295,-0.058696238,0.137432684,0.007466342,0.573073316,-0.000975166,-0.00909472,-0.024071403,0.021662773,0.057188828,-0.005876718,0.029369923,0.025760174,0.076347601,0.046615223,0.009697065,0.059641184,0.114115908,0.131567645,0.015249539,-0.056958221,0.072308806,0.044484296,0.023425905
Mechanical machinery assemblers,-0.0237718,-0.212594879,0.097754086,0.071913416,-0.061335875,0.130999822,0.02421531,-0.123685977,0.04832653,0.005111675,0.218657926,-0.009530346,-2.04E-05,0.055406251,-0.067330375,0.048980903,-0.075736807,0.24600249,0.041471561,-0.251821826,0.200342443,-0.112129041,-0.132773238,-0.032194729,0.116728153,-0.046936295,-0.153941316,-0.112576486,0.082551302,0.046785061,0.300920686,-0.021283058,0.035372055,-0.010538849,0.118693478,0.118965376,-0.024822105,0.100139773,0.100996897,0.213774827,-0.059181742,-0.046502379,0.044285383,0.04836345,0.095185419,-0.020769591,0.081010398,0.095261146,0.068223555,-0.11154569
Electrical and electronic equipment assemblers,-0.036827246,-0.127383129,0.198815044,0.100329141,-0.107685587,0.036185506,-0.048690568,-0.107189373,0.102986395,0.059792308,0.200148984,-0.007694078,0.022245009,0.101348456,-0.069567704,0.065932754,-0.14986248,0.163022506,0.029692198,-0.212248615,0.237739919,-0.046357905,-0.119180751,0.016423688,0.027084392,-0.094779779,-0.091247409,-0.111871366,0.103509571,-0.012397457,0.394498567,-0.004231301,0.054628901,-0.061923297,0.089535013,0.134477219,0.013268525,0.04355366,0.062692425,0.168300053,0.068884562,0.027427519,0.066386063,0.082320254,0.045678601,-0.008059775,0.059064211,0.086065744,0.001353387,-0.074852284
Assemblers not elsewhere classified,0.108572145,-0.098611286,0.082130559,-0.001516819,0.005435523,0.011576732,-0.06617407,-0.029597686,0.00538683,-0.013636619,0.092680934,-0.011200268,0.024618042,-0.037620479,0.090839739,0.077643856,-0.004746208,0.035716196,0.033960463,-0.107502445,0.016321022,-0.076371478,0.07396919,0.121041242,0.001553082,-0.201592528,-0.09001309,-0.027119901,0.042556924,-0.029582436,0.446433736,-0.018728787,0.023341719,-0.163970923,0.096348142,0.014945424,-0.030451992,0.009070794,-0.095271221,0.066023608,-0.051068001,-0.024447059,0.138371181,0.085288961,0.031412452,-0.03226998,-0.055963026,0.11492681,0.04351195,-0.055628325
"Packing, bottling and labelling machine operators",0.048335661,-0.120618888,0.068375555,0.082546562,-0.041000619,-0.019609877,-0.104805162,-0.028480568,0.114408906,0.063751858,0.072747417,-0.012596114,-0.005976233,0.029876698,-0.022865461,-0.012799322,-0.071085016,0.177954494,-0.050601479,-0.215165097,0.148299021,-0.046787028,0.003238269,0.047212025,-0.085643318,-0.115061852,-0.096578469,0.023566863,0.162237713,-0.060538955,0.400287052,-0.031861554,-0.054013545,0.077506686,-0.012947615,0.018315723,0.007291448,0.032166477,0.043585345,0.040962661,0.111680256,-0.072117904,-0.039818827,0.061282263,0.021737258,0.034060315,-0.067511337,-0.052714525,-0.050066517,0.012474306
Stationary plant and machine operators not elsewhere classified,0.122299277,-0.049390518,0.122554107,0.043377886,-0.010158949,0.002905373,-0.066228298,-0.014036285,0.035116048,-0.03669595,0.089941342,-0.039042396,0.023414436,-0.015915,0.01462196,0.062320186,-0.03351808,0.116966204,-0.062598875,-0.161374644,0.04879724,-0.088245517,0.010201471,0.069801328,0.019475681,-0.206349793,-0.05072101,0.018641594,0.132988212,-0.005167468,0.505318873,-0.071574732,-0.032182062,-0.120896434,0.030738943,0.01486327,0.029293091,0.041378804,-0.045369071,0.063906075,0.040819536,-0.0607199,0.046056286,0.113148348,0.035334789,-0.034577518,-0.025715652,0.018823472,0.017971908,-0.014055613
Locomotive engine drivers,0.041283773,-0.037256431,0.193910695,-0.0674085,-0.14900032,0.109520815,-0.136192391,-0.016592542,-0.007456905,-0.085219796,0.104396784,0.056562398,-0.150616592,0.008676455,-0.06735474,-0.086919587,-0.087173675,0.242706899,-0.093074447,-0.376068439,0.012872442,-0.094666025,-0.132974432,0.09989455,0.138899916,-0.110187748,0.002581537,-0.007560182,0.082730064,0.111865579,0.366203535,-0.014622438,0.007985686,0.054132521,0.197483332,0.00080876,0.137906745,0.016904999,-0.008397607,0.091753977,0.04828021,-0.143680662,0.024735134,0.007903018,0.032969686,0.060329587,0.014789606,-0.01681782,0.147316699,-0.031237057
"Railway brake, signal and switch operators",0.037927883,-0.05843081,0.163746689,0.028078057,-0.129942929,0.035747669,-0.066368966,0.04271773,0.029010629,-0.051305881,0.150309765,0.068021211,-0.027200426,0.064747042,-0.127905747,0.133477717,-0.060157394,0.074438636,-0.033116668,-0.204855434,0.136133452,-0.162430807,-0.111360693,0.12974,0.079639463,-0.200130646,0.039986341,0.022146694,0.111267344,0.000861902,0.4586411,0.046052351,0.005267144,-0.029184542,0.06220481,-0.021077282,0.089734076,-0.059485297,-0.023300968,0.104465695,0.063505338,0.007368317,-0.099728448,0.053719962,-0.06791593,-0.028745789,0.075873108,0.051233535,0.061594344,-0.023750435
Motorcycle drivers,-0.091374618,-0.081561467,0.123109628,0.028997482,-0.119101028,0.074424794,-0.19487109,0.016206352,0.054969146,-0.097144091,0.117411288,-0.102736032,-0.199403223,-0.01092286,0.136467015,-0.141848917,-0.083027352,0.216794479,-0.121711702,-0.377509128,-0.011911918,0.013045112,-0.183813463,0.218730872,0.052620019,-0.199565991,-0.07404215,-0.081316582,0.082725309,-0.004054831,0.295397419,0.110556766,-0.067660827,0.053457511,0.183015609,0.033039025,0.066099488,-0.070199008,-0.086543452,0.11390167,-0.062366088,-0.021323593,0.059163466,0.037382452,0.143756273,-0.166849703,-0.007472427,-0.091004333,0.164907137,-0.105150071
"Car, taxi and van drivers",-0.015847233,0.001916352,0.166528384,-0.089485922,-0.026921592,0.013432922,-0.2070532,0.010346549,0.034818494,-0.048507929,0.087278711,-0.066787679,-0.196487765,-0.000224248,0.126303848,-0.058874113,0.006660975,0.104747381,-0.066761425,-0.284612926,0.049568273,0.018586113,-0.157540328,0.210055483,0.041631944,-0.230083465,-0.03449976,0.038101453,0.088610127,-0.027906353,0.340575151,0.070638735,-0.044229863,0.045684434,0.169037381,-0.000532331,0.143304062,-0.022242592,-0.00952531,0.155022901,-0.010775605,0.089820212,0.048892652,-0.086771214,0.081783917,-0.165342121,-0.056501688,-0.101976674,0.221363033,-0.014321779
